DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB08995,Diosmin,520-27-4,SmallMoleculeDrug,C10039,D07858,5281613,310264956,4631,,,,,,"",,,Diosmin,http://www.drugs.com/international/diosmin.html,,4444932,153267,
DB08996,Dimetacrine,4757-55-5,SmallMoleculeDrug,C12959,D02565,94280,310264957,135233,,,,,,"",,,Dimetacrine,,,85085,,
DB08997,Dexetimide,21888-98-2,SmallMoleculeDrug,,,30843,310264958,135531,,,,,,"",,,,,,28615,,
DB08998,Demexiptiline,24701-51-7,SmallMoleculeDrug,,,28876,310264959,135152,,,,,,"",,,Demexiptiline,,,26858,,
DB08999,Cyclopentamine,102-45-4,SmallMoleculeDrug,,D07370,7608,310264960,134766,,,,,,"",,,Cyclopentamine,,,7326,81456,
DB09000,Cyamemazine,3546-03-0,SmallMoleculeDrug,,D07307,62865,310264961,135379,,,,,,"",,,Cyamemazine,http://www.drugs.com/international/cyamemazine.html,,56597,86057,
DB09001,Barbexaclone,4388-82-3,SmallMoleculeDrug,,,71196,347827816,,,,,,,"",,,Barbexaclone,http://www.drugs.com/international/barbexaclone.html,,64332,,
DB09002,Cloperastine,3703-76-2,SmallMoleculeDrug,,D03557,2805,310264962,94448,,,,,,"",,,Cloperastine,http://www.drugs.com/international/cloperastine.html,,2703,,
DB09003,Clocapramine,47739-98-0,SmallMoleculeDrug,,D07718,2793,310264963,135778,,,,,,"",,,Clocapramine,http://www.drugs.com/international/clocapramine.html,,2691,,
DB09004,Clobutinol,14860-49-2,SmallMoleculeDrug,,D07716,26937,310264964,94381,,,,,,"",,,Clobutinol,http://www.drugs.com/international/clobutinol.html,,25085,,
DB09006,Clinofibrate,30299-08-2,SmallMoleculeDrug,,D01300,2787,310264965,31412,,,,,,"",,,Clinofibrate,http://www.drugs.com/international/clinofibrate.html,,2685,,
DB09007,Chlorphenoxamine,77-38-3,SmallMoleculeDrug,,D07198,6475,310264966,135288,,,,,,"",,,Chlorphenoxamine,http://www.drugs.com/international/chlorphenoxamine.html,,6230,,
DB09008,Cephaloridine,50-59-9,SmallMoleculeDrug,C11754,D01075,5773,310264967,3537,,,,,,"",,,Cephaloridine,http://www.drugs.com/international/cefaloridine.html,,5569,,
DB09009,Articaine,23964-58-1,SmallMoleculeDrug,,D07468,32170,310264968,91834,,,,,,308,,,Articaine,http://www.drugs.com/monograph/articaine-hydrochloride.html,,29837,,
DB09010,Carmofur,61422-45-5,SmallMoleculeDrug,,,2577,310264969,31360,,,,,,"",,,Carmofur,http://www.drugs.com/international/carmofur.html,,2479,50431275,
DB09011,Beclamide,501-68-8,SmallMoleculeDrug,,D07300,10391,347827817,134859,,,,,,"",,,Beclamide,,,9962,,
DB09012,Carbazochrome,69-81-8,SmallMoleculeDrug,,D01864,5360410,310264970,,,,,,,"",,,Carbazochrome,http://www.drugs.com/international/carbazochrome.html,,4514501,,
DB09013,Befunolol,39552-01-7,SmallMoleculeDrug,,D07496,2309,310264971,135212,,,,,,"",,,Befunolol,,,2219,,
DB09014,Captodiame,486-17-9,SmallMoleculeDrug,,D07316,10240,310264972,135521,,,,,,"",,,Captodiame,http://www.drugs.com/international/captodiame.html,,9823,,
DB09015,Canrenoic acid,4138-96-9,SmallMoleculeDrug,,,656615,310264973,50156,,,,,,"",,,Potassium_canrenoate,http://www.drugs.com/international/potassium-canrenoate.html,,570976,,
DB09016,Butriptyline,35941-65-2,SmallMoleculeDrug,,D07601,21772,347910390,,,,,,,"",,,Butriptyline,,,,,
DB09017,Brotizolam,57801-81-7,SmallMoleculeDrug,,D01744,2451,310264974,31308,,,,,,"",,,Brotizolam,http://www.drugs.com/international/brotizolam.html,,2357,50011875,
DB09018,Bromopride,4093-35-0,SmallMoleculeDrug,,D07101,2446,310264975,95304,,,,,,"",,,Bromopride,http://www.drugs.com/international/bromopride.html,,2352,,
DB09019,Bromhexine,3572-43-8,SmallMoleculeDrug,,D07542,2442,310264976,77032,,,,,,"",,,Bromhexine,http://www.drugs.com/international/bromhexine.html,,2348,,
DB09020,Bisacodyl,603-50-9,SmallMoleculeDrug,,D00245,2391,310264977,3125,,,,,,10193,,,Bisacodyl,http://www.drugs.com/monograph/bisacodyl.html,,2299,61400,
DB09021,Benzoctamine,17243-39-9,SmallMoleculeDrug,,D03089,28425,347827818,135017,,,,,,"",,,Benzoctamine,,,26444,,
DB09022,Benfluorex,23602-78-0,SmallMoleculeDrug,,D07192,2318,310264978,93826,,,,,,"",,,Benfluorex,http://www.drugs.com/international/benfluorex.html,,2228,,
DB09023,Benactyzine,302-40-9,SmallMoleculeDrug,,D07498,9330,310264979,94775,,,,,,"",,,Benactyzine,http://www.drugs.com/international/benactyzine.html,,8966,50144504,
DB09026,Aliskiren,173334-57-1,SmallMoleculeDrug,,D03208,5493444,310264980,601027,PA143487910,C41,,,,20175,,,Aliskiren,http://www.drugs.com/cdi/aliskiren.html,,4591452,17950,
DB09027,Ledipasvir,1256388-51-8,SmallMoleculeDrug,,D10442,67505836,310264981,85089,PA166128166,,,,,22523,http://www.rxlist.com/harvoni-drug.htm,,Ledipasvir,http://www.drugs.com/cdi/ledipasvir-and-sofosbuvir.html,,29271894,,
DB09028,Cytisine,485-35-8,SmallMoleculeDrug,C10763,D07770,10235,310264982,4055,,C5E,,,,"",,,Cytisine,http://www.drugs.com/international/cytisine.html,,9818,,
DB09029,Secukinumab,1229022-83-6,BiotechDrug,,D09967,,347910391,,,,,,,22582,http://www.rxlist.com/cosentyx-drug.htm,,Secukinumab,http://www.drugs.com/cdi/secukinumab.html,,,,
DB09030,Vorapaxar,618385-01-6,SmallMoleculeDrug,,D09766,10077130,310264983,82702,,VPX,,,,22713,http://www.rxlist.com/zontivity-drug.htm,,Vorapaxar,http://www.drugs.com/zontivity.html,,8252668,50261110,
DB09031,Miltefosine,58066-85-6,SmallMoleculeDrug,,D02494,3599,310264984,75283,,,,,,"",http://www.rxlist.com/impavido-drug.htm,,Miltefosine,http://www.drugs.com/international/miltefosine.html,,3473,50034220,
DB09033,Vedolizumab,943609-66-3,BiotechDrug,,D08083,,347910392,,,,,,,22569,http://www.rxlist.com/entyvio-drug.htm,,Vedolizumab,http://www.drugs.com/entyvio.html,,,,
DB09034,Suvorexant,1030377-33-3,SmallMoleculeDrug,,D10082,24965990,310264985,82698,,SUV,,,,"",http://www.rxlist.com/belsomra-drug.htm,,Suvorexant,http://www.drugs.com/belsomra.html,,24662178,50318701,
DB09035,Nivolumab,946414-94-4,BiotechDrug,,D10316,,347910393,,,,,,,22643,http://www.rxlist.com/opdivo-drug.htm,,Nivolumab,http://www.drugs.com/opdivo.html,,,,
DB09036,Siltuximab,541502-14-1,BiotechDrug,,D09669,,347910394,,,,,,,22547,http://www.rxlist.com/sylvant-drug.htm,,Siltuximab,http://www.drugs.com/cdi/siltuximab.html,,,,
DB09037,Pembrolizumab,1374853-91-4,BiotechDrug,,D10574,,347910395,,,,,,,22604,http://www.rxlist.com/keytruda-side-effects-drug-center.htm,,Pembrolizumab,http://www.drugs.com/cdi/pembrolizumab.html,,,,
DB09038,Empagliflozin,864070-44-0,SmallMoleculeDrug,,D10459,11949646,310264986,82720,PA166163327,,,,,22629,http://www.rxlist.com/jardiance-drug/clinical-pharmacology.htm,,Empagliflozin,http://www.drugs.com/jardiance.html,,10123957,150162,
DB09039,Eliglustat,491833-29-5,SmallMoleculeDrug,,D09893,23652731,310264987,82752,PA166123486,,,,,22865,,,Eliglustat,,,28475348,,
DB09040,Efinaconazole,164650-44-6,SmallMoleculeDrug,,D10021,489181,310264988,82718,,,,,,22151,,,Efinaconazole,http://www.drugs.com/mtm/efinaconazole-topical.html,,428538,,
DB09041,Tavaborole,174671-46-6,SmallMoleculeDrug,,D10169,11499245,310264989,77942,,,,,,"",http://www.rxlist.com/kerydin-side-effects-drug-center.htm,,Tavaborole,http://www.drugs.com/cdi/tavaborole.html,,9674047,50370987,
DB09042,Tedizolid Phosphate,856867-55-5,SmallMoleculeDrug,,D09686,11476460,310264990,83326,,,,,,22588,http://www.rxlist.com/sivextro-drug.htm,,Tedizolid,http://www.drugs.com/sivextro.html,,9651289,50017198,
DB09043,Albiglutide,782500-75-8,BiotechDrug,,D08843,,347910396,,,,,,,22625,,,Albiglutide,,,,,
DB09045,Dulaglutide,923950-08-7,BiotechDrug,,D09889,,347910397,,,,P43220,Glucagon-like peptide 1 receptor,,22660,http://www.rxlist.com/trulicity-drug.htm,,Dulaglutide,http://www.drugs.com/cdi/dulaglutide.html,,,,
DB09046,Metreleptin,186018-45-1,BiotechDrug,,D05014,,347910398,,,,P41159,,,"",http://www.rxlist.com/myalept-drug.htm,,Metreleptin,http://www.drugs.com/mtm/metreleptin.html,,,,
DB09047,Finafloxacin,209342-40-5,SmallMoleculeDrug,,D10575,11567473,310264991,85176,,,,,,22701,,,Finafloxacin,,,9742243,,
DB09048,Netupitant,290297-26-6,SmallMoleculeDrug,,D10572,6451149,310264992,85155,,,,,,22906,,,Netupitant,,,4953629,50178574,
DB09049,Naloxegol,854601-70-0,SmallMoleculeDrug,,D10479,56959087,310264993,82975,,,,,,22609,,,Naloxegol,http://www.drugs.com/mtm/naloxegol.html,,28651656,,
DB09050,Ceftolozane,689293-68-3,SmallMoleculeDrug,,D10097,53234134,310264994,,,,,,,22645,,,Ceftolozane,,,25999973,,
DB09051,Elosulfase alfa,9025-60-9,BiotechDrug,,D10333,,347910399,,,,P34059,N-acetylgalactosamine-6-sulfatase,,22450,,,Elosulfase_alfa,http://www.drugs.com/mtm/elosulfase-alfa.html,,,,
DB09052,Blinatumomab,853426-35-4,BiotechDrug,,D09325,,347910400,,,,,,,22674,,,Blinatumomab,http://www.drugs.com/cdi/blinatumomab.html,,,,
DB09053,Ibrutinib,936563-96-1,SmallMoleculeDrug,,D10223,24821094,310264995,76612,PA166121346,1E8,,,,22542,,,Ibrutinib,http://www.drugs.com/imbruvica.html,,26637187,50357312,
DB09054,Idelalisib,870281-82-6,SmallMoleculeDrug,,D10560,11625818,310264996,82701,,40L,,,,22590,http://www.rxlist.com/zydelig-drug.htm,,Idelalisib,http://www.drugs.com/cdi/idelalisib.html,,9800565,50403068,
DB09055,Acipimox,51037-30-0,SmallMoleculeDrug,,D07190,5310993,347827819,94688,,,,,,"",,,Acipimox,http://www.drugs.com/international/acipimox.html,,4470534,50208130,
DB09057,Anthrax immune globulin human,"",BiotechDrug,,,,347910401,,,,,,,"",,,Anthrax_immune_globulin,https://www.drugs.com/cons/anthrasil.html,,,,
DB09060,Avibactam,1192500-31-4,SmallMoleculeDrug,,,9835049,310264997,85984,,,,,,"",http://www.rxlist.com/avycaz-drug.htm,,Avibactam,http://www.drugs.com/mtm/avibactam-and-ceftazidime.html,,8010770,50339145,
DB09061,Cannabidiol,13956-29-1,SmallMoleculeDrug,C07578,,644019,347827820,69478,,,,,,14448,,,,,,559095,50121429,
DB09063,Ceritinib,1032900-25-6,SmallMoleculeDrug,,D10551,57379345,310264998,78432,,4MK,,,,22568,http://www.rxlist.com/zykadia-drug.htm,,Ceritinib,http://www.drugs.com/mtm/ceritinib.html,,29315053,50436850,
DB09065,Cobicistat,1004316-88-4,SmallMoleculeDrug,,D09881,25151504,310264999,72291,PA166165092,,,,,21508,http://www.rxlist.com/tybost-drug.htm,,Cobicistat,http://www.drugs.com/cdi/cobicistat.html,,25084912,50447471,
DB09067,Corticorelin ovine triflutate,121249-14-7,SmallMoleculeDrug,,D03592,16132344,310265000,65307,,,,,,"",http://www.rxlist.com/acthrel-drug/patient-images-side-effects.htm,,Corticorelin,http://www.drugs.com/mtm/corticorelin-ovine-triflutate.html,,17289003,,
DB09068,Vortioxetine,508233-74-7,SmallMoleculeDrug,,D10184,71768094,310265001,76017,,,,,,22527,http://www.rxlist.com/brintellix-drug.htm,,Vortioxetine,http://www.drugs.com/cdi/vortioxetine.html,,30785757,,
DB09069,Trimetazidine,5011-34-7,SmallMoleculeDrug,,D01606,21109,310265002,94789,,,,,,"",,,Trimetazidine,http://www.drugs.com/international/trimetazidine.html,,19853,80613,
DB09070,Tibolone,5630-53-5,SmallMoleculeDrug,,D01639,444008,347827821,32223,,,,,,"",,,Tibolone,,,392038,,
DB09071,Tasimelteon,609799-22-6,SmallMoleculeDrug,,D09388,10220503,310265003,79042,,,,,,"",http://www.rxlist.com/hetlioz-drug.htm,,Tasimelteon,http://www.drugs.com/cdi/tasimelteon.html,,8395995,,
DB09072,Sodium oxybate,502-85-2,SmallMoleculeDrug,,,23663870,347827822,,,,,,,15411,,,,,,9983,,
DB09073,Palbociclib,571190-30-2,SmallMoleculeDrug,,D10372,5330286,310265004,85993,PA166153469,LQQ,,,,22703,http://www.rxlist.com/ibrance-drug.htm,,Palbociclib,http://www.drugs.com/cdi/palbociclib.html,,4487437,6309,
DB09074,Olaparib,763113-22-0,SmallMoleculeDrug,,D09730,23725625,347827823,83766,,09L,,,,22712,http://www.rxlist.com/lynparza-drug/indications-dosage.htm,,Olaparib,http://www.drugs.com/cdi/olaparib.html,,23343272,27566,
DB09075,Edoxaban,480449-70-5,SmallMoleculeDrug,,D09546,10280735,310265005,85973,PA166128806,,,,,22816,http://www.rxlist.com/savaysa-drug.htm,,Edoxaban,http://www.drugs.com/international/edoxaban.html,,8456212,50328731,
DB09076,Umeclidinium,869185-19-3,SmallMoleculeDrug,,D10180,11519070,347827824,79041,,,,,,22230,http://www.rxlist.com/incruse-ellipta-side-effects-drug-center.htm,,Umeclidinium_bromide,http://www.drugs.com/cons/umeclidinium-inhalation.html,,9693858,50267614,
DB09077,Dinutuximab,1363687-32-4,BiotechDrug,,D10559,,347910402,,,,,,,"",,,Dinutuximab,http://www.drugs.com/mtm/dinutuximab.html,,,,
DB09078,Lenvatinib,417716-92-8,SmallMoleculeDrug,,D09920,9823820,310265006,85994,PA166153472,LEV,,,,22675,http://www.rxlist.com/lenvima-drug.htm,,Lenvatinib,http://www.drugs.com/cdi/lenvatinib.html,,7999567,50331094,
DB09079,Nintedanib,656247-17-5,SmallMoleculeDrug,,D10481,9809715,310265007,85164,,XIN,,,,22614,http://www.rxlist.com/ofev-drug.htm,,Nintedanib,http://www.drugs.com/cdi/nintedanib.html,,7985471,50026612,
DB09080,Olodaterol,868049-49-4,SmallMoleculeDrug,,D10145,11504295,310265008,82700,,,,,,22094,http://www.rxlist.com/striverdi-respimat-drug.htm,,Olodaterol,http://www.drugs.com/cdi/olodaterol.html,,9679097,,
DB09081,Idebenone,58186-27-9,SmallMoleculeDrug,,D01750,12881464,310265009,31687,,,,,,20374,,,Idebenone,https://www.drugs.com/international/idebenone.html,,14944546,,
DB09082,Vilanterol,503068-34-6,SmallMoleculeDrug,,D10501,10184665,347827825,75037,,,,,,22120,http://www.rxlist.com/breo-ellipta-drug.htm,,Vilanterol,http://www.drugs.com/breo-ellipta.html,,8360167,50416060,
DB09083,Ivabradine,155974-00-8,SmallMoleculeDrug,,D07165,132999,310265010,85966,PA166123415,,,,,22836,http://www.rxlist.com/corlanor-drug.htm,,Ivabradine,http://www.drugs.com/international/ivabradine-hydrochloride.html,,117373,50326992,
DB09084,Benzydamine,642-72-8,SmallMoleculeDrug,,,12555,310265011,94563,,,,,,2047,,,,,,12036,50095471,
DB09085,Tetracaine,94-24-6,SmallMoleculeDrug,C07526,D00551,5411,310265012,9468,PA451638,TE4,,,,6788; 2958,http://www.rxlist.com/pliaglis-drug.htm,,Tetracaine,https://www.drugs.com/mtm/tetracaine-topical.html,,5218,50017659,
DB09086,Eugenol,97-53-0,SmallMoleculeDrug,C10453,,3314,310265013,4917,,EOL,,,,9699,,,Eugenol,https://www.drugs.com/otc/470846/eugenol-toothache-medication.html,,13876103,50164168,
DB09087,Potassium alum,10043-67-1,SmallMoleculeDrug,,,24856,310265014,86463,,,,,,"",,,,,,23239,,
DB09088,Amylocaine,644-26-8,SmallMoleculeDrug,C14169,D07454,10767,310265015,34981,,,,,,6734,,,Amylocaine,http://www.drugs.com/international/amylocaine.html,,10312,,
DB09089,Trimebutine,39133-31-8,SmallMoleculeDrug,,,5573,310265016,94458,,,,,,1925,,,,,,5372,83417,
DB09090,Pinaverium,59995-65-2,SmallMoleculeDrug,,,40704,310265017,135811,,,,,,2097,,,,,,37182,,
DB09091,Tixocortol,61951-99-3,SmallMoleculeDrug,,,162955,310265018,63560,,,,,,7505,,,,,,143053,,
DB09092,Xanthinol,2530-97-4,SmallMoleculeDrug,,,9913,310265019,94314,,,,,,5957,,,Xanthinol,,,9526,,
DB09093,Chlortetracycline,57-62-5,SmallMoleculeDrug,C06571,,54708735,310265020,27644,,CTC,,,,8671; 8668,,,,,,10469370,,
DB09094,Podophyllin,9000-55-9,SmallMoleculeDrug,,,11979494,310265021,,,,,,,6689,,,,,,10152781,,
DB09095,Difluocortolone,2607-06-9,SmallMoleculeDrug,,,11954369,310265022,135624,,,,,,7507,,,,,,10128664,,
DB09096,Benzoyl peroxide,94-36-0,SmallMoleculeDrug,C19346,D03093,7187,310265023,82405,,,,,,6850,http://www.rxlist.com/benzagel-drug.htm,,Benzoyl_peroxide,http://www.drugs.com/cons/benzoyl-peroxide-topical.html,,6919,,
DB09097,Quinagolide,87056-78-8,SmallMoleculeDrug,,,3086401,310265024,135627,,,,,,13315,,,,,,2343034,,
DB09098,Somatrem,82030-87-3,BiotechDrug,,D05884,,347910403,,,,,,,7359,,,Somatrem,,,,,
DB09099,Somatostatin,38916-34-6,SmallMoleculeDrug,,,16129681,310265025,,,,,,,11700,,,,,,17286488,,
DB09100,"Thyroid, porcine",,SmallMoleculeDrug,,,,347910404,,,,,,,6617,,,,,,,,
DB09101,Elvitegravir,697761-98-1,SmallMoleculeDrug,,,5277135,310265026,72289,,ELV,,,,21507,http://www.rxlist.com/vitekta-drug.htm,,Elvitegravir,,,4441060,50183273,
DB09102,Daclatasvir,1009119-64-5,SmallMoleculeDrug,,D10105,25154714,310265027,82977,PA166128167,,,,,22633,http://www.rxlist.com/daklinza-drug.htm,,Daclatasvir,http://www.drugs.com/mtm/daclatasvir.html,,24609522,50387084,
DB09103,Ancestim,163545-26-4,BiotechDrug,,,,347910405,,,,,,,11881,,,Ancestim,,,,,
DB09104,Magnesium Hydroxide,1309-42-8,SmallMoleculeDrug,C07876,,73981,310265028,6637,,,,,,720,,,,,,14107,,
DB09105,Asfotase Alfa,1174277-80-5,BiotechDrug,,D10595,,347910406,,,,,,,22632,http://www.rxlist.com/strensiq-drug.htm,,Asfotase_alfa,http://www.drugs.com/ppa/asfotase-alfa.html,,,,
DB09106,Hydroxyethyl Starch,9005-27-0,SmallMoleculeDrug,,D03335,,347910407,,,,,,,12794; 20505,,,,,,,,
DB09107,Methoxy polyethylene glycol-epoetin beta,677324-53-7,BiotechDrug,,,,347910408,,,,,,,20205,,,Methoxy_polyethylene_glycol-epoetin_beta,,,,,
DB09108,Simoctocog Alfa,1219013-68-9,BiotechDrug,,,,347910409,,,,,,,22528,,,,,,,,
DB09109,Turoctocog alfa,1192451-26-5,BiotechDrug,,,,347910410,,,,,,,22548,,,Turoctocog_alfa,,,,,
DB09110,Coenzyme M,3375-50-6,SmallMoleculeDrug,C03576,,598,310265029,17905,,COM,,,,1281,http://www.rxlist.com/mesnex-drug.htm,http://www.pdr.net/pdr-consumer-monograph/mesnex?druglabelid=1733&ConsumerId=6696,,https://www.drugs.com/mtm/mesna-oral-injection.html,,578,,
DB09111,Pentastarch,9005-27-0,SmallMoleculeDrug,,,,347910411,,,,,,,1211,,,Pentastarch,http://www.drugs.com/international/pentastarch.html,,,,
DB09112,Sodium Nitrite,7632-00-0,SmallMoleculeDrug,,,23668193,310265030,78870,PA166115361,,,,,9134,,,,,,22689,,
DB09113,Poractant alfa,129069-19-8,BiotechDrug,,D08402,,347910412,,,,,,,11967,http://www.rxlist.com/curosurf-drug.htm,,Poractant_alfa,http://www.drugs.com/drp/poractant-alfa.html,,,,
DB09114,Colfosceril palmitate,63-89-8,SmallMoleculeDrug,,,452110,310265031,72999,,PCF,,,,922,,,,,,398235,,
DB09115,Diiodohydroxyquinoline,83-73-8,SmallMoleculeDrug,C07636,D00581,3728,310265032,5950,,,,,,6848,,,Diiodohydroxyquinoline,https://www.drugs.com/cdi/iodoquinol.html,,3597,66035,
DB09116,Calcium carbimide,156-62-7,SmallMoleculeDrug,C19113,D03288,56955933,310265033,64301,,,,,,5868,,,Calcium_cyanamide,,,21106503,,
DB09117,Paraldehyde,123-63-7,SmallMoleculeDrug,C07834,,31264,310265034,27909,,,,,,5663,,,,,,21106173,,
DB09118,Stiripentol,49763-96-4,SmallMoleculeDrug,,,5311454,310265035,,,,,,,21532,,,,,,4470940,,
DB09119,Eslicarbazepine acetate,236395-14-5,SmallMoleculeDrug,,D09612,179344,310265036,87016,,,,,,22430,http://www.rxlist.com/aptiom-drug.htm,http://www.everydayhealth.com/drugs/aptiom,Eslicarbazepine_acetate,http://www.drugs.com/mtm/eslicarbazepine.html,,156110,50240669,
DB09120,Zucapsaicin,25775-90-0,SmallMoleculeDrug,,,1548942,310265037,135952,,,,,,20612,,,,,,1265956,,
DB09121,Aurothioglucose,12192-57-3,SmallMoleculeDrug,C08193,,6104,310265038,2930,,,,,,1247,,,,,,5879,,
DB09122,Peginterferon beta-1a,1211327-92-2,BiotechDrug,,D10483,,347910413,,,,,,,22631,http://www.rxlist.com/plegridy-drug.htm,,,,,,,
DB09123,Dienogest,65928-58-7,SmallMoleculeDrug,,,68861,310265039,70708,,,,,,21018,,,,,,62093,,
DB09124,Medrogestone,977-79-7,SmallMoleculeDrug,,,9949848,310265040,135446,,,,,,7536,,,,,,8125459,,
DB09125,Potassium Citrate,,SmallMoleculeDrug,,,13344,310265041,64733,,,,,,7132,,,Potassium_citrate,,,12775,,
DB09126,Chorionic Gonadotropin (Human),9002-61-3,BiotechDrug,,D06457,,347910414,81570,,,,,,7358,http://www.rxlist.com/pregnyl-drug.htm,,Human_chorionic_gonadotropin,https://www.drugs.com/mtm/human-chorionic-gonadotropin-hcg-injectable.html,,,,
DB09128,Brexpiprazole,913611-97-9,SmallMoleculeDrug,,D10309,11978813,310265043,134716,PA166160053,,,,,22853,http://www.rxlist.com/rexulti-drug.htm,,Brexpiprazole,http://www.drugs.com/mtm/brexpiprazole.html,,10152155,194780,
DB09129,Chromic chloride,10025-73-7,SmallMoleculeDrug,,,6452300,310265044,53351,,,,,,2001; 2021,,,Chromium(III)_chloride,,,23193,,
DB09130,Copper,7440-50-8,SmallMoleculeDrug,C00070,,23978,310265045,28694,PA449114,CU,,,,582,,,,,,22414,,
DB09131,Cupric Chloride,7447-39-4,SmallMoleculeDrug,,,24014,310265046,49553,,CUL,,,,5097,,,,,,22447,,
DB09132,Gadoteric acid,72573-82-1,SmallMoleculeDrug,,D08007,158536,310265047,73732,,,,,,22820,,,Gadoteric_acid,http://www.drugs.com/international/gadoteric-acid.html,,139460,,
DB09133,Iothalamic acid,2276-90-6,SmallMoleculeDrug,,D01258,3737,310265048,31713,,,,,,12859; 12861,,,Iotalamic_acid,https://www.drugs.com/international/iotalamic-acid.html,,3606,,
DB09134,Ioversol,87771-40-2,SmallMoleculeDrug,,D01555,3741,310265049,31717,,,,,,1187; 7218,http://www.rxlist.com/optiray-injection-drug.htm,,Ioversol,https://www.drugs.com/mtm/ioversol.html,,3610,,
DB09135,Ioxilan,107793-72-6,SmallMoleculeDrug,,D02161,3743,310265050,135884,,,,,,"",http://www.rxlist.com/oxilan-drug.htm,,Ioxilan,https://www.drugs.com/international/ioxilan.html,,3612,,
DB09136,Isosulfan blue,68238-36-8,SmallMoleculeDrug,,,50108,310265051,,,,,,,11758,,,,,,45452,,
DB09137,Technetium Tc-99m mebrofenin,1415247-71-0,SmallMoleculeDrug,,D06037,11431716,310265052,,,,,,,"",,,Technetium_(99mTc)_mebrofenin,https://www.drugs.com/pro/technetium-tc-99m-mebrofenin.html,,,,
DB09138,Technetium Tc-99m medronate,121524-79-6,SmallMoleculeDrug,,D02029,131704315,310265053,32186,,,,,,"",http://www.rxlist.com/mdp-multidose-kit-of-technetium-injection-drug.htm,,Technetium_(99mTc)_medronic_acid,https://www.drugs.com/cons/technetium-tc-99m-medronate-intravenous.html,,34995234,,
DB09139,Technetium Tc-99m oxidronate,72945-61-0,SmallMoleculeDrug,,D06041,123801,347827826,,,,,,,"",,,,,,,,
DB09140,Oxygen,7782-44-7,SmallMoleculeDrug,C00007,D00003,977,310265054,27140,PA450744,OXY,,,,2333,,,Oxygen,https://www.drugs.com/pro/oxygen.html,,952,,
DB09141,Protamine sulfate,9009-65-8,BiotechDrug,,D02224,,347910415,,,,,,,5881,,,Protamine_sulfate,,,,,
DB09142,Sincalide,25126-32-3,SmallMoleculeDrug,,D05845,9833444,310265055,135946,,,,,,2111,http://www.rxlist.com/kinevac-drug.htm,,Sincalide,https://www.drugs.com/mtm/sincalide.html,,8009168,21147,
DB09143,Sonidegib,956697-53-3,SmallMoleculeDrug,,D10119,24775005,310265056,90863,,,,,,"",http://www.rxlist.com/odomzo-drug.htm,,Sonidegib,http://www.drugs.com/mtm/sonidegib.html,,25027390,50394562,
DB09144,Uridine triacetate,4105-38-8,SmallMoleculeDrug,,D09985,20058,310265057,90914,,,,,,"",http://www.rxlist.com/vistogard-drug.htm,,Uridine_triacetate,https://www.drugs.com/mtm/uridine-triacetate.html,,18897,,
DB09145,Water,7732-18-5,SmallMoleculeDrug,C00001,D00001,962,310265058,15377,,HOH,,,,8826; 8828,,,Water,http://www.drugs.com/pro/sterile-water-for-injection.html,,937,,
DB09146,Iron saccharate,8047-67-4,SmallMoleculeDrug,,,91663255,310265059,,,,,,,"",,,,,,32699616,,
DB09147,Ferric pyrophosphate,10058-44-3,SmallMoleculeDrug,,,24877,310265060,132767,,,,,,4880,,,,http://www.drugs.com/international/ferric-pyrophosphate.html,,23258,,
DB09148,Florbetaben (18F),902143-01-5,SmallMoleculeDrug,,D10002,11501341,310265061,79033,,,,,,"",http://www.rxlist.com/neuraceq-drug.htm,,Florbetaben_(18F),,,9676143,,
DB09149,Florbetapir (18F),956103-76-7,SmallMoleculeDrug,,D09617,24822371,310265062,66880,,,,,,"",http://www.rxlist.com/amyvid-drug/patient-images-side-effects.htm,,Florbetapir_(18F),https://www.drugs.com/amyvid.html,,26348452,,
DB09151,Flutemetamol (18F),765922-62-1,SmallMoleculeDrug,,D10231,15950376,310265064,76611,,,,,,"",http://www.rxlist.com/vizamyl-drug.htm,,Flutemetamol_(18F),https://www.drugs.com/vizamyl.html,,13092196,,
DB09152,Nitrogen,7727-37-9,SmallMoleculeDrug,C00697,D00083,947,310265065,17997,,HDZ,,,,2332,,,,,,922,,
DB09153,Sodium Chloride,7647-14-5,SmallMoleculeDrug,C13563,D02056,5234,310265066,26710,PA451382,,,,,55; 9735; 11393,,,,,,5044,50098543,
DB09154,Sodium Citrate,68-04-2,SmallMoleculeDrug,,D05855,6224,310265067,53258,,,,,,10290; 11969,,,,,,5989,,
DB09155,Helium,7440-59-7,SmallMoleculeDrug,,D04420,23987,310265068,33681,PA449848,,,,,2334,,,Helium,https://www.drugs.com/pro/helium.html,,22423,,
DB09156,Iopromide,73334-07-3,SmallMoleculeDrug,,D01893,3736,310265069,63578,,,,,,521,http://www.rxlist.com/ultravist-drug.htm,,Iopromide,https://www.drugs.com/cons/iopromide-injection.html,,3605,,
DB09157,Carbon dioxide,124-38-9,SmallMoleculeDrug,C00011,D00004,280,310265070,16526,PA448801,CO2,,,,2335,,,Carbon_dioxide,,,274,,
