DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB12224,"",Oxothiazolidinecarboxylic acid,19771-63-2,X7063P804E,Procysteine,BMLMGCPTLHPWPY-REOHCLBHSA-N
DB12225,"",Beclabuvir,958002-33-0,MYW1X5CO9S,"",ZTTKEBYSXUCBSE-QDFUAKMASA-N
DB12226,"",Terameprocol,24150-24-1,53YET703F2,TETRA-O-METHYL NORDIHYDROGUAIARETIC ACID,ORQFDHFZSMXRLM-IYBDPMFKSA-N
DB12227,"",Tetulomab tetraxetan Lu-177,,CPW7BR9UY7,Betalutin,RMJFCRKHOJOLIN-CGAIIQECSA-N
DB12228,DB05760,Telcagepant,781649-09-0,D42O649ALL,"",CGDZXLJGHVKVIE-DNVCBOLYSA-N
DB12229,"",Cerlapirdine,925448-93-7,EK40PJ0V49,"",NXQGEDVQXVTCDA-UHFFFAOYSA-N
DB12230,"",Bunazosin,80755-51-7,9UUW4V7G2H,"",RHLJLALHBZGAFM-UHFFFAOYSA-N
DB12231,"",Temefos,3383-96-8,ONP3ME32DL,Diphos,WWJZWCUNLNYYAU-UHFFFAOYSA-N
DB12232,"",KRN-7000,158021-47-7,WX671898JF,"",VQFKFAKEUMHBLV-BYSUZVQFSA-N
DB12233,"",Iguratimod,123663-49-0,4IHY34Y2NV,"",ANMATWQYLIFGOK-UHFFFAOYSA-N
DB12234,"",BMS-214662,195987-41-8,L2U9GFD244,"",OLCWFLWEHWLBTO-HSZRJFAPSA-N
DB12235,"",Estetrol,15183-37-6,ENB39R14VF,"",AJIPIJNNOJSSQC-NYLIRDPKSA-N
DB12236,"",Bexagliflozin,1118567-05-7,EY00JF42FV,"",BTCRKOKVYTVOLU-SJSRKZJXSA-N
DB12237,"",GW-274150,210354-22-6,0ZZF1V8G63,"",MOLOJNHYNHBPCW-ZETCQYMHSA-N
DB12238,"",MK-0777,252977-51-8,1FI3KTC550,"",QKIWQBLNTSQOLY-UHFFFAOYSA-N
DB12239,"",Balicatib,354813-19-7,E00MVC7O57,"",LLCRBOWRJOUJAE-UHFFFAOYSA-N
DB12240,"",Polatuzumab Vedotin,1313206-42-6,KG6VO684Z6,"",
DB12241,"",TAK-733,1035555-63-5,5J61HSP0QJ,"",RCLQNICOARASSR-SECBINFHSA-N
DB12242,"",AZD-7762,860352-01-8,5D822Y3L1H,"",IAYGCINLNONXHY-LBPRGKRZSA-N
DB12243,"",Edaravone,89-25-8,S798V6YJRP,"1-phenyl-3-methyl-5-oxo-2-pyrazoline | 2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one | 3-methyl-1-phenyl-2-pyrazolin-5-one | 3-methyl-1-phenyl-5-pyrazolone | 3-methyl-1-phenylpyrazol-5-one | C.I. developer 1 | developer Z | methylphenylpyrazolone | norphenazone | phenyl methyl pyrazolone | phenylmethylpyrazolone",QELUYTUMUWHWMC-UHFFFAOYSA-N
DB12244,"",CP-601927,357425-02-6,VI5LR1EU47,"",RNOBTWYQAWEZHH-JGVFFNPUSA-N
DB12245,"",Triclabendazole,68786-66-3,4784C8E03O,"",NQPDXQQQCQDHHW-UHFFFAOYSA-N
DB12246,"",Inclacumab,1256258-86-2,A6734I702L,"",
DB12247,"",AZD-4547,1035270-39-3,2167OG1EKJ,"",VRQMAABPASPXMW-HDICACEKSA-N
DB12248,"",Tulobuterol,41570-61-0,591I9SU0F7,"",YREYLAVBNPACJM-UHFFFAOYSA-N
DB12249,"",Stem bromelain,37189-34-7,ZLM4P8929R,Nexobrid,
DB12250,DB05759,Cixutumumab,947687-12-9,2285XW22DR,"",
DB12251,"",Moxaverine,10539-19-2,P3P08Y1XJ4,"",MYCMTMIGRXJNSO-UHFFFAOYSA-N
DB12252,"",PG-701,583028-68-6,XT5J6G12EH,Hydroxytriptolide | LLDT-8,OKRSVUYYCJPECG-LFGMFVMYSA-N
DB12253,"",GDC-0810,1365888-06-7,9MM2R1A06R,"",BURHGPHDEVGCEZ-KJGLQBJMSA-N
DB12254,"",ABT-751,141430-65-1,WDT5V5OB9F,"",URCVCIZFVQDVPM-UHFFFAOYSA-N
DB12255,"",Vadadustat,1000025-07-9,I60W9520VV,"",JGRXMPYUTJLTKT-UHFFFAOYSA-N
DB12256,"",Bamosiran,1337968-84-9,C8Q2RMU41O,"",
DB12257,"",Platinum,7440-06-4,49DFR088MY,"",BASFCYQUMIYNBI-UHFFFAOYSA-N
DB12258,"",Abicipar Pegol,1327278-94-3,P7FHD7AG35,"",
DB12259,"",CG-200745,936221-33-9,4I8MLM7L2H,"",AUGCSOFQTDKPSO-RGVLZGJSSA-N
DB12260,"",Radiprodil,496054-87-6,5XGC17ZKUF,"",GKGRZLGAQZPEHO-UHFFFAOYSA-N
DB12261,"",Ascrinvacumab,1463459-96-2,716FQ5REVO,"",
DB12262,"",CRS-3123,1013915-71-3,2P987FW4E8,"",NNTYBKTXMKBRFA-CQSZACIVSA-N
DB12263,"",Begacestat,769169-27-9,3666C56BBU,"",PSXOKXJMVRSARX-SCSAIBSYSA-N
DB12264,"",Atevirdine,136816-75-6,N24015WC6D,"",UCPOMLWZWRTIAA-UHFFFAOYSA-N
DB12265,"",Fexinidazole,59729-37-2,306ERL82IR,"",MIWWSGDADVMLTG-UHFFFAOYSA-N
DB12266,"",Epofolate,958646-17-8,Q3XAW4B1DP,BMS-753493,
DB12267,"",Brigatinib,1197953-54-0,HYW8DB273J,"",AILRADAXUVEEIR-UHFFFAOYSA-N
DB12268,"",Carmegliptin,813452-18-5,9Z723VGH7J,"",GUYMHFIHHOEFOA-ZCPGHIKRSA-N
DB12269,"",PF-06273340,1402438-74-7,I136775ABW,"",BPIWZDNVMQQBQX-UHFFFAOYSA-N
DB12270,"",Losmapimod,585543-15-3,F2DQF16BXE,"",KKYABQBFGDZVNQ-UHFFFAOYSA-N
DB12271,"",ORE-1001,305335-31-3,4LD0ZHV25K,"",NTCCRGGIJNDEAB-IRXDYDNUSA-N
DB12272,"",Vidupiprant,1169483-24-2,61OTZ32XNC,"",PFWVGKROPKKEDW-UHFFFAOYSA-N
DB12273,"",Ecopipam,112108-01-7,0X748O646K,"",DMJWENQHWZZWDF-PKOBYXMFSA-N
DB12274,"",Aducanumab,1384260-65-4,105J35OE21,BIIB037,
DB12275,"",Seviteronel,1610537-15-9,8S5OIN36X4,"",ZBRAJOQFSNYJMF-SFHVURJKSA-N
DB12276,"",Apomine,126411-13-0,JQ95208805,"tetraisopropyl 2-(3,5-di-tert-butyl-4-hydroxyphenyl)ethyl-1,1-biphosphonate",YLJOVCWVJCDPLN-UHFFFAOYSA-N
DB12277,"",Polihexanide,28757-47-3,322U039GMF,Polyhexamethylene biguanide,
DB12278,"",Propiverine,60569-19-9,468GE2241L,"",QPCVHQBVMYCJOM-UHFFFAOYSA-N
DB12279,"",OBP-801,328548-11-4,30Q3VS5HZ4,"",XFLBOEMFLGLWFF-HDXRNPEWSA-N
DB12280,"",AZD-5423,1034148-04-3,641H0Q518W,"",FCNQMDSJHADDFT-WNSKOXEYSA-N
DB12281,"",Luspatercept,1373715-00-4,AQK7UBA1LS,ACE-536,
DB12282,"",Defactinib,1073154-85-4,53O87HA2QU,"",FWLMVFUGMHIOAA-UHFFFAOYSA-N
DB12283,"",Balapiravir,690270-29-2,VOT0LP7I9K,"",VKXWOLCNTHXCLF-DXEZIKHYSA-N
DB12284,"",LY-2608204,1234703-40-2,5A0L003HEY,"",QIIVJLHCZUTGSD-CUBQBAPOSA-N
DB12285,DB08929,Verubecestat,1286770-55-5,J1I0P6WT7T,"",YHYKUSGACIYRML-KRWDZBQOSA-N
DB12286,"",Simendan,131741-08-7,349552KRHK,"",WHXMKTBCFHIYNQ-UHFFFAOYSA-N
DB12287,"",Talsaclidine,147025-53-4,1O8VSL798T,"",XVFJONKUSLSKSW-JTQLQIEISA-N
DB12288,"",Piromelatine,946846-83-9,S3UN2146K9,"",PNTNBIHOAPJYDB-UHFFFAOYSA-N
DB12289,"",Darexaban,365462-23-3,KF322K101S,"",IJNIQYINMSGIPS-UHFFFAOYSA-N
DB12290,"",Puerarin,3681-99-0,Z9W8997416,"",HKEAFJYKMMKDOR-VPRICQMDSA-N
DB12291,"",Tacedinaline,112522-64-2,UMF554N5FG,"",VAZAPHZUAVEOMC-UHFFFAOYSA-N
DB12292,"",Barusiban,285571-64-4,UX33I93GLS,"",UGNGRKKDUVKQDF-IHOMMZCZSA-N
DB12293,"",Nefopam,13669-70-0,4UP8060B7J,"",RGPDEAGGEXEMMM-UHFFFAOYSA-N
DB12294,"",Anrukinzumab,910649-32-0,OU46IGC49F,"",
DB12295,"",Evodenoson,844873-47-8,HZ03U10J2Z,"",SQJXTUJMBYVDBB-RQXXJAGISA-N
DB12296,"",GS-5745,1518996-49-0,571045EIM4,"",
DB12297,"",GLPG-0187,1320346-97-1,43A5P87Z4T,"",CXHCNOMGODVIKB-VWLOTQADSA-N
DB12298,"",5-(hydroxymethyl)-2-furaldehyde,67-47-0,70ETD81LF0,"",NOEGNKMFWQHSLB-UHFFFAOYSA-N
DB12299,"",Bavisant,929622-08-2,9827P7LFVH,"",BGBVSGSIXIIREO-UHFFFAOYSA-N
DB12300,"",P-nitrobiphenyl,92-93-3,QM80NUW6WZ,PNB,BAJQRLZAPXASRD-UHFFFAOYSA-N
DB12301,"",Doravirine,1338225-97-0,913P6LK81M,"",ZIAOVIPSKUPPQW-UHFFFAOYSA-N
DB12302,"",CP-724714,537705-08-1,I05QZ0S4V3,"",LLVZBTWPGQVVLW-SNAWJCMRSA-N
DB12303,"",Motolimod,926927-61-9,WP6PY72ZH3,"",QSPOQCXMGPDIHI-UHFFFAOYSA-N
DB12304,"",Entolimod,951628-22-1,R1UQ6D1ECM,"",
DB12305,DB05954,Dasotraline,675126-05-3,4D28EY0L5T,"",SRPXSILJHWNFMK-MEDUHNTESA-N
DB12306,"",Cipargamin,1193314-23-6,Z7Q4FWA04P,"",CKLPLPZSUQEDRT-WPCRTTGESA-N
DB12307,DB05030,Foretinib,849217-64-7,81FH7VK1C4,"",CXQHYVUVSFXTMY-UHFFFAOYSA-N
DB12308,"",Eltanolone,128-20-1,BXO86P3XXW,Pregnanolone,AURFZBICLPNKBZ-YZRLXODZSA-N
DB12309,"",GI-181771X,305366-98-7,6YF0SHR37T,"",CABBMMXFOOZVMS-PMERELPUSA-N
DB12310,"",Trehalose,99-20-7,B8WCK70T7I,Cabaletta,HDTRYLNUVZCQOY-LIZSDCNHSA-N
DB12311,"",CP1-1189,183619-38-7,9JX1L8VH4Z,"",DJKNRCWSXSZACF-UHFFFAOYSA-N
DB12312,"",ORG-25435,256456-73-2,VCW1NHW3OV,"",GKRFHHRXDUACIN-OAHLLOKOSA-N
DB12313,"",Dopexamine,86197-47-9,398E7Z7JB5,"",RYBJORHCUPVNMB-UHFFFAOYSA-N
DB12314,"",Chlorproguanil,537-21-3,8O3249M729,"",ISZNZKHCRKXXAU-UHFFFAOYSA-N
DB12316,"",9CUAB30,205252-57-9,PFP09575EX,RETINOID 9CUAB30,PPGNMFUMZSAZCW-VOYUZAMQSA-N
DB12317,"",Vanucizumab,1448221-05-3,B800Z06O8K,"",
DB12318,"",BMS-599626,714971-09-2,2252724U5N,"",LUJZZYWHBDHDQX-QFIPXVFZSA-N
DB12319,"",Benzbromarone,3562-84-3,4POG0RL69O,"2-ethyl-3-(3,5-dibrom-4-hydroxybenzoyl)benzofuran | 3,5-dibromo-4-hydroxyphenyl-2-ethyl-3-benzofuranyl ketone",WHQCHUCQKNIQEC-UHFFFAOYSA-N
DB12320,"",Palovarotene,410528-02-8,28K6I5M16G,"",YTFHCXIPDIHOIA-DHZHZOJOSA-N
DB12321,"",Ifetroban,143443-90-7,E833KT807K,"",BBPRUNPUJIUXSE-DXKRWKNPSA-N
DB12322,"",GW-870086,827319-43-7,O891A2A3ZU,"",WUBKGTSFJSEIEM-NSHBDUGJSA-N
DB12323,"",Radotinib,926037-48-1,I284LJY110,"",DUPWHXBITIZIKZ-UHFFFAOYSA-N
DB12325,"",Idasanutlin,1229705-06-9,QSQ883V35U,"",TVTXCJFHQKSQQM-LJQIRTBHSA-N
DB12326,"",Antroquinonol,1010081-09-0,AX9P92T7JZ,HOCENA,LJTSIMVOOOLKOL-FNRDIUJOSA-N
DB12327,"",Salvinorin A,83729-01-5,T56W91NG6J,"",OBSYBRPAKCASQB-AGQYDFLVSA-N
DB12328,"",Cantharidin,56-25-7,IGL471WQ8P,"",DHZBEENLJMYSHQ-XCVPVQRUSA-N
DB12329,"",Eravacycline,1207283-85-9,07896928ZC,"",HLFSMUUOKPBTSM-ISIOAQNYSA-N
DB12330,"",Blisibimod,1236126-45-6,114VP6C6ES,"",
DB12331,"",Labetuzumab govitecan,1469876-18-3,8E3HI6QQ9J,"",CBNAAKBWBABMBY-LQCKLLCCSA-N
DB12332,"",Rucaparib,283173-50-2,8237F3U7EH,"",HMABYWSNWIZPAG-UHFFFAOYSA-N
DB12333,"",SPK-843,202748-83-2,7T591796IJ,SPA-S-843,
DB12334,DB05523,Milataxel,352425-37-7,J41Q4S20GS,"",XIVMHSNIQAICTR-UQYHODNASA-N
DB12335,"",Tanezumab,880266-57-9,EQL0E9GCX1,"",
DB12336,"",GDC-0917,1446182-94-0,KWH46ZDG32,"",HSHPBORBOJIXSQ-HARLFGEKSA-N
DB12337,"",N-acetylsulfanilyl chloride,121-60-8,LIX4M9AIVM,ASC,GRDXCFKBQWDAJH-UHFFFAOYSA-N
DB12338,"",Carisbamate,194085-75-1,P7725I9V3Z,"",OLBWFRRUHYQABZ-MRVPVSSYSA-N
DB12339,"",Radezolid,869884-78-6,53PC6LO35W,"",BTTNOGHPGJANSW-IBGZPJMESA-N
DB12340,DB05764,Navitoclax,923564-51-6,XKJ5VVK2WD,"",JLYAXFNOILIKPP-KXQOOQHDSA-N
DB12341,"",LY-2456302,1174130-61-0,DE4G8X55F5,"",ZHPMYDSXGRRERG-DEOSSOPVSA-N
DB12342,"",Ensituximab,1092658-06-4,F988K568V2,"",
DB12343,"",Temocillin,66148-78-5,03QB156W6I,"",BVCKFLJARNKCSS-DWPRYXJFSA-N
DB12344,"",Fezakinumab,1007106-86-6,0S77U25XZ3,"",
DB12345,"",MBX-2982,1037792-44-1,B5TRY67L51,"",NFTMKHWBOINJGM-UHFFFAOYSA-N
DB12346,"",Vatelizumab,1238217-55-4,A4R7G50030,"",
DB12347,"",CG-400549,934628-27-0,4X6T64D64X,"",YCLREGRRHGLOAK-UHFFFAOYSA-N
DB12348,"","5-amino-1,3,4-thiadiazole-2-thiol",2349-67-9,B1HEG7V21S,ATT,GDGIVSREGUOIJZ-UHFFFAOYSA-N
DB12349,"",Dulanermin,867153-61-5,L65E7T81M5,"",
DB12350,"",Rostafuroxin,156722-18-8,P848LCX62B,"",AEAPORIZZWBIEX-DTBDINHYSA-N
DB12351,"",Siagoside,100345-64-0,6QFJ0908R2,Sygen,
DB12352,"",Bizelesin,129655-21-6,L0O9OBI87E,"",FONKWHRXTPJODV-DNQXCXABSA-N
DB12353,DB05568,Ulodesine,548486-59-5,JNG8L9460Y,"",AFNHHLILYQEHKK-BDAKNGLRSA-N
DB12354,"",Imrecoxib,395683-14-4,SGW6W5758V,"",AXMZZGKKZDJGAZ-UHFFFAOYSA-N
DB12355,"",Netazepide,155488-25-8,HOU4I0G29C,"",YDZYKNJZCVIKPP-VWLOTQADSA-N
DB12356,"",Fletikumab,1357158-22-5,82WG3POL9W,Anti-IL-20,
DB12357,"",BMS-863233,1169558-38-6,8QK62S7492,"",JJWLXRKVUJDJKG-VIFPVBQESA-N
DB12358,"",Enbucrilate,6606-65-1,F8CEP82QNP,Butyl 2-cyanoacrylate | N-butyl cyanoacrylate | N-butyl-2-cyanoacrylate,JJJFUHOGVZWXNQ-UHFFFAOYSA-N
DB12359,"",BIIB021,848695-25-0,851B9FQ7Q0,"",QULDDKSCVCJTPV-UHFFFAOYSA-N
DB12360,"",PF-03654764,935840-35-0,FPI2G03BJ1,"",DJRDLCHHQYHQQK-UKIBZPOASA-N
DB12361,"",Piclozotan,182415-09-4,FQE44HS7AH,"",URMTUEWUIGOJBW-UHFFFAOYSA-N
DB12362,"",Diaminohydroxypropanetetraacetic acid,3148-72-9,949B9ZMO7M,DAPT,WYMDDFRYORANCC-UHFFFAOYSA-N
DB12363,"",Dusigitumab,1204390-13-5,0Z70DT5PRX,"",
DB12364,"",Betrixaban,330942-05-7,74RWP7W0J9,"N-(5-chloropyridin-2-yl)-2-(4-(N,N-dimethylcarbamimidoyl)benzamido)-5-methoxybenzamide | N-(5-chloropyridin-2-yl)-2-[[4-(N,N-dimethylcarbamimidoyl)benzoyl]amino]-5-methoxybenzamide",XHOLNRLADUSQLD-UHFFFAOYSA-N
DB12365,"",Perzinfotel,144912-63-0,FX5AUU7Z8T,"",BDABGOLMYNHHTR-UHFFFAOYSA-N
DB12366,"",Vestronidase alfa,1638194-78-1,7XZ4062R17,"",
DB12367,"",Selurampanel,912574-69-7,7WG1MR7DAR,"",MCECSFFXUPEPDB-UHFFFAOYSA-N
DB12368,"",AZD-3839,1227163-84-9,I8ID590133,"",MRXBCEQZNKUUIP-DEOSSOPVSA-N
DB12369,"",Sotrastaurin,425637-18-9,7I279E1NZ8,"",OAVGBZOFDPFGPJ-UHFFFAOYSA-N
DB12370,"",Ipamorelin,170851-70-4,Y9M3S784Z6,"",NEHWBYHLYZGBNO-BVEPWEIPSA-N
DB12371,"",Siponimod,1230487-00-9,RR6P8L282I,"",KIHYPELVXPAIDH-HNSNBQBZSA-N
DB12373,"",Isunakinra,1357527-05-9,5QM1ZK6VXZ,"",
DB12374,"",Velmanase alfa,1492823-75-2,M91TG242P2,Lamazym | Recombinant Human Alpha Mannosidase | Rhlaman,
DB12375,"",Oglemilast,778576-62-8,67GXQ6WCC6,"",OKFDRAHPFKMAJH-UHFFFAOYSA-N
DB12376,"",Ricolinostat,1316214-52-4,WKT909C62B,"",QGZYDVAGYRLSKP-UHFFFAOYSA-N
DB12377,"",Relebactam,1174018-99-5,1OQF7TT3PF,Relebactam anhydrous,SMOBCLHAZXOKDQ-ZJUUUORDSA-N
DB12378,"",Apricoxib,197904-84-0,5X5HB3VZ3Z,"",JTMITOKKUMVWRT-UHFFFAOYSA-N
DB12379,"",Indirubin,479-41-4,V86L8P74GI,"",CRDNMYFJWFXOCH-BUHFOSPRSA-N
DB12380,"",GDC-0152,873652-48-3,4KW1M48SHS,"",WZRFLSDVFPIXOV-LRQRDZAKSA-N
DB12381,"",Merestinib,1206799-15-6,5OGS5K699E,"",QHADVLVFMKEIIP-UHFFFAOYSA-N
DB12382,"",R-306465,604769-01-9,5WD7KK1IIQ,"",MUTBJZVSRNUIHA-UHFFFAOYSA-N
DB12383,"",Cytochlor,32387-56-7,J14D49ZN55,"",NGGRGTWYSXYVDK-RRKCRQDMSA-N
DB12384,"",AR-67,220913-32-6,3YEA04NV6H,"",XUSKJHCMMWAAHV-SANMLTNESA-N
DB12385,"",10-hydroxycamptothecin,19685-09-7,9Z01632KRV,"",HAWSQZCWOQZXHI-FQEVSTJZSA-N
DB12386,"",Bacillus calmette-guerin substrain danish 1331 live antigen,,4CGF0IDN3W,BCG (SSI strain) | BCG SSI,
DB12387,"",OSI-027,936890-98-1,25MKH1SZ0M,"",JROFGZPOBKIAEW-HAQNSBGRSA-N
DB12388,"",Evocalcet,870964-67-3,E58MLH082P,"",RZNUIYPHQFXBAN-XLIONFOSSA-N
DB12389,"",Zamicastat,1080028-80-3,YLU32D0DNV,"",ZSSLCFLHEFXANG-GOSISDBHSA-N
DB12390,"",MBX-8025,851528-79-5,7C00L34NB9,"",JWHYSEDOYMYMNM-QGZVFWFLSA-N
DB12391,DB05654,Sagopilone,305841-29-6,KY72JU32FO,"",BFZKMNSQCNVFGM-UCEYFQQTSA-N
DB12392,"",Resminostat,864814-88-0,1578EUB98L,"",FECGNJPYVFEKOD-VMPITWQZSA-N
DB12393,"",Fanapanel,161605-73-8,E3AP71EM0O,"",WZMQMKNCWDCCMT-UHFFFAOYSA-N
DB12394,"",Eleclazine,1443211-72-0,PUY08529FK,"",YNUAEEJQYHYLMS-UHFFFAOYSA-N
DB12395,"",Esreboxetine,98819-76-2,L8S50ZY490,"",CBQGYUDMJHNJBX-OALUTQOASA-N
DB12396,"",Fresolimumab,948564-73-6,375142VBIA,GC1008,
DB12397,"",DSM-265,1282041-94-4,0Q42P4YI6B,"",OIZSVTOIBNSVOS-UHFFFAOYSA-N
DB12398,DB05844,Naproxen etemesil,385800-16-8,214269U36R,"",JGBUBSOKFSVXKS-LBPRGKRZSA-N
DB12399,"",Polmacoxib,301692-76-2,IJ34D6YPAO,"",IJWPAFMIFNSIGD-UHFFFAOYSA-N
DB12400,"",Voxtalisib,934493-76-2,CVL1685GPH,"",RGHYDLZMTYDBDT-UHFFFAOYSA-N
DB12401,"",Bromperidol,10457-90-6,LYH6F7I22E,"",RKLNONIVDFXQRX-UHFFFAOYSA-N
DB12402,"",Pumosetrag,153062-94-3,1G26B32139,"",AFUWQWYPPZFWCO-LBPRGKRZSA-N
DB12403,"",Samarium,7440-19-9,42OD65L39F,"",KZUNJOHGWZRPMI-UHFFFAOYSA-N
DB12404,"",Remimazolam,308242-62-8,7V4A8U16MB,"",CYHWMBVXXDIZNZ-KRWDZBQOSA-N
DB12405,"",Triciribine,35943-35-2,2421HMY9N6,"",HOGVTUZUJGHKPL-HTVVRFAVSA-N
DB12406,"",Lisofylline,100324-81-0,L1F2Q2X956,"",NSMXQKNUPPXBRG-SECBINFHSA-N
DB12407,"",Iobitridol,136949-58-1,182ECH14UH,"",YLPBXIKWXNRACS-UHFFFAOYSA-N
DB12408,"",PF-03635659,931409-24-4,O0RG3QM34H,"",WGOJWDWKHJHXSV-UHFFFAOYSA-N
DB12409,"",Vatreptacog alfa,897936-89-9,2F6ZF5WYCC,Vatreptacog alfa (activated),
DB12410,"",Sabarubicin,211100-13-9,XS499WOZ93,"",VQHRZZISQVWPLK-UIRGBLDSSA-N
DB12411,"",R-428,1037624-75-1,0ICW2LX8AS,"",KXMZDGSRSGHMMK-VWLOTQADSA-N
DB12412,"",Gemigliptin,911637-19-9,5DHU18M5D6,"",ZWPRRQZNBDYKLH-VIFPVBQESA-N
DB12413,"",Indusatumab vedotin,1514889-12-3,3F0FR4W3H8,"",
DB12414,"",Usistapide,403989-79-7,73YSY3U094,"",WSYALRNYQFNNGP-WJOKGBTCSA-N
DB12415,"",Galeterone,851983-85-2,WA33E149SW,"",PAFKTGFSEFKSQG-PAASFTFBSA-N
DB12416,"",VTP-27999,942142-51-0,254XY8NV84,"",NXWASIVXQMMPLM-ZXMXYHOLSA-N
DB12417,"",Anagliptin,739366-20-2,K726J96838,"",LDXYBEHACFJIEL-HNNXBMFYSA-N
DB12418,"",Saccharin,81-07-2,FST467XS7D,"",CVHZOJJKTDOEJC-UHFFFAOYSA-N
DB12419,"",HSD-016,946396-92-5,C4I13768E1,"",ZWASRJHIEFYJGL-BFUOFWGJSA-N
DB12420,DB05923,Diazepinomicin,733035-26-2,YPH994Y0RF,DIAZEPINOMICIN,SALVHVNECODMJP-GNUCVDFRSA-N
DB12421,"",Somavaratan,1448335-08-7,4Y05SI704S,"",
DB12422,"",Sulforaphane,142825-10-3,GA49J4310U,(-)-sulforaphane | (R)-sulforaphane,SUVMJBTUFCVSAD-SNVBAGLBSA-N
DB12423,"",Fozivudine Tidoxil,141790-23-0,687805287F,"",IBHARWXWOCPXCR-WELGVCPWSA-N
DB12424,"",MK-3207,957118-49-9,5C44M1QYCC,"",AZAANWYREOQRFB-SETSBSEESA-N
DB12425,"",Liothyronine I-131,20196-64-9,86AZ0G22V2,Liothyronine I 131,AUYYCJSJGJYCDS-UMVFHIKJSA-N
DB12426,"",Bitopertin,845614-11-1,Q8L6AN59YY,"",YUUGYIUSCYNSQR-LBPRGKRZSA-N
DB12427,"",Orvepitant,579475-18-6,IIU6V0W3JD,"",XWNBGDJPEXZSQM-VZOBGQTKSA-N
DB12428,"",PAC-14028,1005168-10-4,3VF7K7Z10B,"",UKGJZDSUJSPAJL-YPUOHESYSA-N
DB12429,"",CI-1040,212631-79-3,R3K9Y00J04,"",GFMMXOIFOQCCGU-UHFFFAOYSA-N
DB12430,"",BC-3781,1061872-97-6,,"",KPVIXBKIJXZQJX-IJUBVZAWSA-N
DB12431,"",Muplestim,148641-02-5,A802907MI4,Human interleukin-3 (nonglycosylated) | Interleukin 3 | Interleukin 3 (human) | Interleukin-3 | Interleukin-3 human (recombinant) | Multipotential colony-stimulating factor,
DB12432,"",CC-401,395104-30-0,NOE38VQA1W,"",XDJCLCLBSGGNKS-UHFFFAOYSA-N
DB12433,"",SCH-900271,915210-50-3,G2283XQ6VJ,"",ARJKMWXLIHZLQZ-UHFFFAOYSA-N
DB12434,"",Steviolbioside,41093-60-1,07GV37SOFN,STB,OMHUCGDTACNQEX-OSHKXICASA-N
DB12435,"",Tipelukast,125961-82-2,08379P260O,"",KPWYNAGOBXLMSE-UHFFFAOYSA-N
DB12436,"",Vofopitant,168266-90-8,K08BK043YS,"",XILNRORTJVDYRH-HKUYNNGSSA-N
DB12438,"",Filociclovir,632325-71-4,EAO0TD9B13,"",KMUNHOKTIVSFRA-KXFIGUGUSA-N
DB12439,"",Ioforminol,1095110-48-7,95FNF21CDN,"",BFVVDRUCXCIALU-UHFFFAOYSA-N
DB12440,"",Verdiperstat,890655-80-8,TT3345YXVR,"",FVJCUZCRPIMVLB-UHFFFAOYSA-N
DB12441,"",Tavilermide,263251-78-1,NMG938VJ6T,"",DVJXNXPFYJIACK-ULQDDVLXSA-N
DB12442,"",Alvespimycin,467214-20-6,001L2FE0M3,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin | 17-DMAG,KUFRQPKVAWMTJO-LMZWQJSESA-N
DB12443,"",Sonedenoson,131865-88-8,2OT4KAG5JL,"",WUCQGGOGHZRELS-LSCFUAHRSA-N
DB12444,"",Theanine,3081-61-6,8021PR16QO,L-theanine | N-ethyl-l-glutamine,DATAGRPVKZEWHA-YFKPBYRVSA-N
DB12445,DB05822,Nitroaspirin,175033-36-0,EH04H13L6B,"",IOJUJUOXKXMJNF-UHFFFAOYSA-N
DB12446,"",Derenofylline,251945-92-3,O1Q96UZ63W,"",RBZNJGHIKXAKQE-HDJSIYSDSA-N
DB12447,"",Nadifloxacin,124858-35-1,6CL9Y5YZEQ,"",JYJTVFIEFKZWCJ-UHFFFAOYSA-N
DB12448,"",Lifibrol,96609-16-4,6KWX9X0Q5K,"",LNXBEIZREVRNTF-UHFFFAOYSA-N
DB12449,"",Tempol,2226-96-2,U78ZX2F65X,"",UZFMOKQJFYMBGY-UHFFFAOYSA-N
DB12450,"",Propyl Gallate,121-79-9,8D4SNN7V92,"",ZTHYODDOHIVTJV-UHFFFAOYSA-N
DB12451,"",SCY-635,210759-10-7,WSU5343074,"",AQHMBDAHQGYLIU-XNFHFXFQSA-N
DB12452,"",Caprylic alcohol,111-87-5,NV1779205D,1-Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N
DB12453,"",Chlorine Dioxide,10049-04-4,8061YMS4RM,"",OSVXSBDYLRYLIG-UHFFFAOYSA-N
DB12454,"",Zalypsis,308359-57-1,C21EZR41AY,"",VPAHZSUNBOYNQY-DLVGLDQCSA-N
DB12455,"",Omadacycline,389139-89-3,090IP5RV8F,"",JEECQCWWSTZDCK-IQZGDKDPSA-N
DB12456,"",Bococizumab,1407495-02-6,45M75JVK38,"",
DB12457,"",Rimegepant,1289023-67-1,997WVV895X,"",KRNAOFGYEFKHPB-ANJVHQHFSA-N
